Restaurant,Location,Cuisines,AverageCost,MinimumOrder,Rating,Votes,Reviews,DeliveryTime
ID1237,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Bakery,100,50,3.3,27,6,30
ID7028,"Sector 3, Marathalli","Andhra, North Indian, Chinese",250,50,2.9,22,2,45
ID3901,"Sector 3, Marathalli","Mithai, Street Food",150,50,3.8,52,21,30
ID671,"DBlock, Sector 63, Noida","Fast Food, Chinese, South Indian",150,50,NEW,,,30
ID8474,"Delhi High Court, India Gate","Chinese, Thai, Continental, North Indian",800,50,4.2,1116,707,45
ID2301,"Dockyard Road, Mumbai CST Area","Pizza, Fast Food",200,0,3.4,400,84,30
ID5321,"Sandhurst Road, Mumbai CST Area","Biryani, Hyderabadi, North Indian, Mughlai",100,50,,,,30
ID8340,"Babarpur, New Delhi, Delhi",Hot dogs,100,50,3.6,29,11,30
ID4135,"Moulali, Kolkata","Bakery, Desserts, Fast Food",250,50,4.1,176,94,30
ID419,Delhi UniversityGTB Nagar,South Indian,150,50,3.7,94,16,30
ID1550,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese, Fast Food",150,50,3.5,35,13,45
ID5179,"Sector 1, Noida","South Indian, Chinese, Beverages",150,50,3.2,75,31,30
ID7520,"Sector 14, Noida","North Indian, Chinese",200,50,NEW,,,45
ID3262,"Delhi High Court, India Gate","Mithai, North Indian, South Indian",200,50,3.9,443,279,30
ID4031,"MG Road, Pune",Ice Cream,100,50,4.0,61,40,30
ID2402,"DBlock, Sector 63, Noida","Healthy Food, North Indian, Biryani, Continental, Beverages",200,50,3.9,213,66,30
ID6061,"Sector 14, Noida","North Indian, South Indian, Chinese",100,50,3.6,71,31,30
ID1745,Delhi UniversityGTB Nagar,"North Indian, Chinese",250,50,3.8,504,137,45
ID6735,Delhi Cantt.,"North Indian, Chinese, Fast Food, Street Food, Mithai",150,50,3.3,95,20,45
ID7145,"Delhi High Court, India Gate","North Indian, Chinese, Italian",250,50,3.6,31,16,30
ID7197,"MG Road, Pune","Ice Cream, Beverages",100,50,3.8,56,20,30
ID1112,"MG Road, Pune","Burger, Street Food",150,50,,,,30
ID3437,"Sector 1, Noida","North Indian, Chinese",150,50,NEW,,,30
ID5353,"Delhi Administration Flats, Timarpur","North Indian, Mughlai",200,50,3.2,5,3,30
ID6255,"Sandhurst Road, Mumbai CST Area","Iranian, North Indian, Mughlai, Chinese, Bakery",400,50,3.8,197,90,45
ID5688,Delhi Cantt.,"Italian, Fast Food",200,50,NEW,,,30
ID7104,"Hyderabad Public School, Begumpet","South Indian, North Indian, Chinese",200,50,3.7,389,54,45
ID4918,"Sandhurst Road, Mumbai CST Area","North Indian, Chinese",350,50,3.9,109,64,65
ID8659,"FTI College, Law College Road, Pune","Finger Food, North Indian, Continental, Salad, Italian",600,50,4.3,270,148,30
ID612,"Nathan Road, Mangaldas Road, Pune",Bakery,200,50,,,,30
ID3355,"Sandhurst Road, Mumbai CST Area","Chinese, North Indian, South Indian, Fast Food",200,50,3.7,139,47,30
ID6587,"Rmz Centennial, I Gate, Whitefield",North Indian,200,99,2.8,91,51,45
ID6601,"Babarpur, New Delhi, Delhi",North Indian,100,50,3.7,67,1,30
ID850,"Sector 14, Noida",North Indian,150,50,,,,30
ID597,"MG Road, Pune","Bakery, Desserts",200,50,3.4,15,3,30
ID1185,Pune University,Fast Food,100,50,3.4,16,2,30
ID3825,"Sector 3, Marathalli","Mithai, Street Food",100,50,3.6,16,7,30
ID5171,"Sandhurst Road, Mumbai CST Area","Chinese, North Indian, Mughlai",250,50,3.4,79,37,30
ID1544,"Sandhurst Road, Mumbai CST Area",Street Food,100,50,3.3,9,4,45
ID5799,"FTI College, Law College Road, Pune",Street Food,100,50,,,,30
ID844,"DBlock, Sector 63, Noida","Mithai, North Indian",100,50,3.4,44,11,65
ID6706,"Sandhurst Road, Mumbai CST Area","South Indian, Fast Food, North Indian, Chinese, Biryani",300,50,3.6,294,58,45
ID6446,"FTI College, Law College Road, Pune","North Indian, Chinese",200,50,3.7,64,25,30
ID3631,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Fast Food",100,50,3.5,12,7,30
ID6118,"Nathan Road, Mangaldas Road, Pune","North Indian, Chinese",150,50,3.4,78,33,30
ID6026,"Nathan Road, Mangaldas Road, Pune","Chinese, Momos",200,50,3.4,58,13,45
ID1250,"Moulali, Kolkata","Cafe, Fast Food",150,50,3.6,144,68,30
ID1084,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Bakery, Fast Food, Chinese",100,50,2.8,8,2,30
ID4527,"Sector 1, Noida","North Indian, Mughlai, Biryani, Rolls",200,99,4.7,249,235,30
ID6657,"Tejas Nagar Colony, Wadala West, Mumbai",South Indian,200,50,3.2,12,4,30
ID8100,"Babarpur, New Delhi, Delhi","Cafe, Desserts",200,50,3.3,13,1,30
ID5660,"Sector 14, Noida","North Indian, Mughlai, Rolls",200,50,2.7,20,6,30
ID5770,"Mico Layout, Stage 2, BTM Layout,Bangalore",Maharashtrian,100,50,3.8,59,23,30
ID679,"Babarpur, New Delhi, Delhi","North Indian, Mughlai",150,50,,,,30
ID4328,"Sector 63A,Gurgaon","Mexican, American, Italian, Lebanese",650,50,4.0,173,107,65
ID179,Majestic,"South Indian, North Indian, Chinese, Street Food",150,50,2.5,109,64,30
ID2657,Delhi UniversityGTB Nagar,"Fast Food, North Indian",100,50,3.6,31,13,30
ID7065,Mumbai Central,"Fast Food, Street Food, Juices",100,50,3.6,82,28,65
ID2988,Delhi Cantt.,"North Indian, Chinese, Kebab, Momos, Burger, Rolls, Biryani",200,50,4.1,663,320,45
ID85,"MG Road, Pune","Desserts, Bakery",150,50,3.6,97,38,65
ID7847,Delhi UniversityGTB Nagar,"Fast Food, Chinese, Street Food, Bakery",200,50,3.7,177,72,30
ID3714,"Delhi Administration Flats, Timarpur","Fast Food, Street Food",150,50,3.4,12,6,30
ID1694,"Nathan Road, Mangaldas Road, Pune",Chinese,200,50,3.6,216,101,45
ID6608,"Nathan Road, Mangaldas Road, Pune","North Indian, Lebanese",350,50,3.5,51,21,30
ID433,"DBlock, Sector 63, Noida","North Indian, Chinese",200,50,3.4,153,22,45
ID6609,Delhi UniversityGTB Nagar,"Beverages, Ice Cream",100,50,3.3,13,4,30
ID2621,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Street Food, South Indian",200,50,3.9,43,14,45
ID8446,"FTI College, Law College Road, Pune",Burger,100,50,3.4,11,1,30
ID5197,Delhi Cantt.,Chinese,150,99,3.4,25,1,45
ID3518,"Sector 3, Marathalli","Andhra, Biryani",200,50,3.6,23,12,30
ID2156,"Rmz Centennial, I Gate, Whitefield","Tea, Fast Food",150,50,3.8,16,9,30
ID1581,"Sector 1, Noida","North Indian, Chinese",150,50,3.6,260,40,45
ID1868,"Sector 63A,Gurgaon",North Indian,200,50,3.3,11,6,30
ID795,"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,150,50,2.9,5,4,30
ID3768,"Dockyard Road, Mumbai CST Area",Street Food,50,50,3.7,20,14,45
ID1261,"MG Road, Pune",Fast Food,100,50,,,,30
ID589,"Sector 63A,Gurgaon","North Indian, Street Food",300,50,3.7,75,45,65
ID6719,Delhi UniversityGTB Nagar,North Indian,50,50,3.4,108,21,30
ID463,"Nathan Road, Mangaldas Road, Pune","Ice Cream, Desserts",100,50,3.9,48,22,30
ID8432,"Mico Layout, Stage 2, BTM Layout,Bangalore","Pizza, Italian",200,50,,,,30
ID6718,Majestic,South Indian,200,50,3.5,16,4,30
ID8063,"Delhi Administration Flats, Timarpur",Fast Food,100,50,2.8,8,3,30
ID7510,"Moulali, Kolkata","Cafe, Chinese, Fast Food",250,50,3.7,276,158,65
ID3153,"Rmz Centennial, I Gate, Whitefield","Healthy Food, Sandwich, Salad, Beverages",200,50,3.9,13,11,30
ID4249,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Street Food",100,50,3.3,4,3,30
ID4497,"Chatta Bazaar, Malakpet, Hyderabad",South Indian,100,50,3.5,26,4,30
ID4064,"Sandhurst Road, Mumbai CST Area",Street Food,50,50,3.7,63,36,45
ID5216,"Dockyard Road, Mumbai CST Area","North Indian, Chinese, Fast Food, South Indian",200,50,3.6,67,29,30
ID3830,"Nathan Road, Mangaldas Road, Pune","North Indian, Chinese",200,50,3.0,10,3,45
ID2835,"Babarpur, New Delhi, Delhi","Asian, Continental, Italian, North Indian",350,50,4.1,219,132,30
ID6424,"DBlock, Sector 63, Noida","North Indian, Chinese",200,50,3.5,30,18,30
ID4275,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Mughlai, Biryani",250,50,3.2,935,499,45
ID6444,"Sector 3, Marathalli","Street Food, Fast Food",100,50,3.8,280,76,45
ID8625,"Sector 1, Noida","Rolls, Fast Food, Chinese",100,50,3.4,31,11,30
ID3375,"Panjetan Colony, Malakpet, Hyderabad","Biryani, Hyderabadi, Chinese",300,99,4.1,743,150,45
ID3970,"Delhi High Court, India Gate","Burger, Fast Food",200,50,4.0,1106,506,45
ID5928,"Sector 1, Noida","North Indian, Chinese",200,50,,,,30
ID5444,"Delhi High Court, India Gate","North Indian, Lebanese, Mexican, Italian, American",600,50,4.6,2783,1589,30
ID5497,"Hyderabad Public School, Begumpet","South Indian, Chinese, North Indian",150,99,3.4,111,13,45
ID6452,"Sector 63A,Gurgaon","Mithai, Fast Food",150,50,,,,30
ID3528,"DBlock, Sector 63, Noida",Ice Cream,50,99,3.7,63,34,30
ID281,"Nathan Road, Mangaldas Road, Pune","Beverages, Fast Food",200,50,3.4,60,39,45
ID1544,Mumbai Central,Street Food,100,50,3.3,9,4,45
ID7062,"Hyderabad Public School, Begumpet",South Indian,100,50,3.9,40,8,30
ID6892,"Mico Layout, Stage 2, BTM Layout,Bangalore",Desserts,100,50,,,,30
ID2957,Delhi UniversityGTB Nagar,North Indian,100,50,3.9,247,155,45
ID7779,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Italian, Continental, Beverages",250,50,3.2,6,2,30
ID2095,"Sector 1, Noida","North Indian, South Indian, Fast Food, Mithai",200,50,3.7,38,10,30
ID1140,Majestic,"Burger, Fast Food, Beverages",200,50,4.1,697,388,30
ID7761,"FTI College, Law College Road, Pune","Cafe, Fast Food",200,99,2.9,383,54,30
ID6573,"Delhi Administration Flats, Timarpur","North Indian, Hyderabadi",250,50,,,,65
ID3368,"MG Road, Pune","North Indian, Chinese",200,50,Opening Soon,,,30
ID5039,"Sector 14, Noida","Momos, Chinese, Fast Food",100,50,3.9,627,100,45
ID2697,"Tejas Nagar Colony, Wadala West, Mumbai","Italian, Fast Food, Beverages",150,50,3.5,32,12,30
ID5025,Delhi UniversityGTB Nagar,North Indian,150,50,3.9,357,134,30
ID7321,"Yerawada, Pune, Maharashtra","North Indian, Chinese, Hyderabadi",200,50,3.8,87,47,30
ID5105,"Yerawada, Pune, Maharashtra","North Indian, Chinese",200,99,2.9,46,10,65
ID6547,"Tejas Nagar Colony, Wadala West, Mumbai","Rolls, Fast Food",150,50,3.9,,,30
ID5300,"DBlock, Sector 63, Noida",North Indian,100,50,NEW,,,30
ID4267,"Panjetan Colony, Malakpet, Hyderabad","Street Food, South Indian",50,0,4.2,765,143,30
ID242,"Sector 1, Noida","Pizza, Fast Food",200,50,3.6,40,8,30
ID8032,Majestic,"Desserts, Beverages",200,50,NEW,,,30
ID565,"DBlock, Sector 63, Noida","Cafe, North Indian, Chinese, Healthy Food",200,50,4.0,121,95,45
ID7447,"MG Road, Pune",Cafe,100,50,3.4,45,28,30
ID6000,"MG Road, Pune",North Indian,100,50,,,,30
ID2710,"Sandhurst Road, Mumbai CST Area","Biryani, Fast Food, Momos",200,50,3.3,12,3,45
ID7375,"MG Road, Pune",Chinese,200,50,3.3,6,4,30
ID3395,"FTI College, Law College Road, Pune",North Indian,100,50,3.1,4,,30
ID729,Majestic,"Chinese, Street Food, Beverages",150,99,3.2,161,18,45
ID7180,"Nathan Road, Mangaldas Road, Pune","Biryani, Kebab",150,50,NEW,,,30
ID7680,"Rmz Centennial, I Gate, Whitefield",North Indian,250,50,4.0,156,70,30
ID2930,"Sector 14, Noida","North Indian, Mughlai, Asian, Italian",400,50,4.4,117,91,45
ID3103,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Burger, Italian, Beverages",150,50,3.4,70,35,45
ID3117,"Chandni Chowk, Kolkata","Mishti, Fast Food, South Indian",100,50,4.0,381,89,65
ID4763,"Mico Layout, Stage 2, BTM Layout,Bangalore",Momos,50,50,3.2,19,7,45
ID4957,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Chinese",200,50,3.6,10,3,30
ID1635,Delhi UniversityGTB Nagar,"Pizza, Italian",250,50,3.9,34,28,30
ID328,"Sector 3, Marathalli","Fast Food, Pizza, Burger",200,50,2.9,10,1,30
ID7944,Mumbai Central,"Rolls, Chinese, North Indian",200,50,3.0,4,3,30
ID7253,"Delhi High Court, India Gate",North Indian,300,50,,,,30
ID3705,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Biryani",100,50,4.0,227,104,30
ID5745,"Sector 63A,Gurgaon","Italian, Chinese, Beverages",100,50,NEW,,,30
ID8141,"Sector 1, Noida","Chinese, North Indian",400,50,3.3,53,29,30
ID4106,"Gora Bazar, Rajbari, North Dumdum, Kolkata","North Indian, Fast Food, South Indian, Chinese",150,50,NEW,,,30
ID239,"Delhi High Court, India Gate","Fast Food, Burger",400,99,4.1,584,208,45
ID8034,"Tiretti, Kolkata","North Indian, Rajasthani, Beverages",100,50,3.2,8,2,30
ID1207,"MG Road, Pune","Cafe, Fast Food, Desserts, Beverages",200,50,3.5,52,21,45
ID8065,Mumbai Central,"Fast Food, Rolls",150,50,3.4,65,32,30
ID6937,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese, Fast Food",200,50,,,,45
ID5607,"Delhi High Court, India Gate",Street Food,100,50,3.4,17,3,30
ID1127,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Burger, Fast Food",100,50,3.9,49,22,30
ID7021,"Babarpur, New Delhi, Delhi","North Indian, Chinese",300,50,3.5,13,6,30
ID6485,Delhi UniversityGTB Nagar,North Indian,50,50,NEW,,,30
ID8511,"Tiretti, Kolkata","Tibetan, Momos",200,50,4.1,410,234,45
ID5579,"Delhi Administration Flats, Timarpur",Fast Food,150,50,3.5,73,7,65
ID5903,"Delhi Administration Flats, Timarpur",North Indian,100,50,3.5,594,72,45
ID814,"DBlock, Sector 63, Noida","Pizza, Italian, Beverages, American, Fast Food, Desserts",350,50,NEW,,,30
ID4958,Delhi Cantt.,North Indian,100,50,3.5,12,10,30
ID7725,"Babarpur, New Delhi, Delhi","Fast Food, Chinese, South Indian",150,50,,,,30
ID601,"Sandhurst Road, Mumbai CST Area","Bakery, Desserts",100,50,3.9,41,28,30
ID8345,"MG Road, Pune",North Indian,350,50,3.1,8,1,30
ID1984,"Sector 14, Noida","North Indian, Mughlai",150,50,4.1,146,119,30
ID5966,"Hyderabad Public School, Begumpet","South Indian, Chinese",100,50,3.2,6,1,30
ID2418,Majestic,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",450,50,4.0,732,291,30
ID4679,"Dockyard Road, Mumbai CST Area",Fast Food,150,50,3.4,18,1,30
ID2184,"Sector 1, Noida","North Indian, Chinese",250,50,3.5,26,18,30
ID6744,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Mithai, North Indian, Street Food",100,50,NEW,,,30
ID277,"DBlock, Sector 63, Noida","Chinese, Fast Food, Rolls, Momos",100,50,3.7,53,14,45
ID7990,"Sector 3, Marathalli",Chinese,150,50,NEW,,,30
ID8022,"DBlock, Sector 63, Noida","Chinese, North Indian, Street Food",300,50,3.3,12,5,30
ID8056,"Sandhurst Road, Mumbai CST Area","Beverages, Ice Cream",100,50,3.7,37,18,30
ID7235,"Jaya Nagar, Saidabad, Hyderabad","South Indian, Chinese",150,50,3.1,5,,30
ID6311,"Sector 3, Marathalli","North Indian, Chinese",200,50,3.3,5,,30
ID6917,"Sector 14, Noida","Burger, Wraps, Sandwich, Fast Food, Beverages, Desserts",150,50,3.6,17,6,30
ID520,"Sandhurst Road, Mumbai CST Area","Asian, Chinese, Thai",500,50,3.9,895,538,45
ID527,"Sector 63A,Gurgaon","North Indian, Mughlai, Chinese",200,50,4.1,335,130,65
ID8583,"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese",200,50,3.3,8,2,45
ID4446,"Sector 14, Noida","Bakery, Desserts",200,50,4.2,237,141,30
ID5537,"Moulali, Kolkata",North Indian,150,50,3.5,208,47,65
ID6667,"FTI College, Law College Road, Pune","Maharashtrian, North Indian, Chinese",300,50,3.9,451,255,30
ID7833,"Sector 1, Noida","Fast Food, Beverages",150,50,3.5,,,30
ID6301,"Dockyard Road, Mumbai CST Area",Bakery,200,50,3.2,11,3,30
ID2058,"Delhi Administration Flats, Timarpur",North Indian,150,50,3.7,113,63,65
ID4066,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, South Indian, Chinese",150,50,3.1,6,5,30
ID6849,"Gora Bazar, Rajbari, North Dumdum, Kolkata","Chinese, Momos",100,50,2.7,47,16,65
ID4795,Mumbai Central,Mithai,200,50,3.3,12,3,30
ID8412,Pune University,"Desserts, Beverages",100,50,NEW,,,30
ID3216,"Sandhurst Road, Mumbai CST Area","Bakery, Desserts, Healthy Food",200,99,4.0,603,340,120
ID4286,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mughlai, Chinese",200,50,3.5,101,32,45
ID7071,"Sector 14, Noida",North Indian,100,50,NEW,,,30
ID7740,"Tiretti, Kolkata","South Indian, Beverages",150,50,3.7,108,80,30
ID4360,"Yerawada, Pune, Maharashtra","Italian, Mexican, Pizza, Salad, Beverages",600,50,4.2,1114,453,45
ID1427,"Nathan Road, Mangaldas Road, Pune","Italian, Fast Food",200,50,3.7,101,29,45
ID5238,"Delhi Administration Flats, Timarpur","North Indian, Chinese",200,50,3.6,61,56,30
ID5553,"FTI College, Law College Road, Pune",North Indian,150,50,3.3,10,,30
ID8111,"Sector 1, Noida","Burger, Fast Food, Beverages",200,50,3.9,100,23,30
ID2387,Majestic,"Fast Food, Sandwich",150,50,,,,30
ID8052,"Sector 14, Noida","Cafe, Desserts",200,50,4.3,434,230,30
ID5529,"Chandni Chowk, Kolkata","Continental, Italian, Thai",350,99,3.5,36,13,45
ID1207,"FTI College, Law College Road, Pune","Cafe, Fast Food, Desserts, Beverages",200,50,,,,30
ID6268,"DBlock, Sector 63, Noida","Chinese, Pizza, Burger, Wraps, Sandwich",200,50,3.5,22,11,30
ID724,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, Fast Food, Beverages",200,50,2.7,27,16,30
ID3242,Delhi UniversityGTB Nagar,"North Indian, Chinese",200,50,NEW,,,30
ID459,"Rmz Centennial, I Gate, Whitefield","Beverages, Fast Food",150,50,3.0,16,6,30
ID5157,"Raja Bazar, Kolkata","Biryani, Mughlai, North Indian",150,50,3.2,5,1,30
ID7544,"Tiretti, Kolkata","Desserts, Beverages",150,50,4.0,172,73,30
ID4699,"Sector 1, Noida",Biryani,150,50,,,,30
ID7817,"Mico Layout, Stage 2, BTM Layout,Bangalore","Andhra, Biryani, Mughlai",350,50,3.5,10,1,30
ID2837,"DBlock, Sector 63, Noida","Mithai, Chinese, South Indian",150,50,3.5,191,33,80
ID5117,Mumbai Central,Desserts,100,50,3.6,93,56,45
ID1038,"DBlock, Sector 63, Noida","North Indian, Chinese",100,50,NEW,,,30
ID1443,"Moulali, Kolkata",Fast Food,100,50,3.3,11,1,30
ID5838,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Beverages",100,50,,,,30
ID8456,"FTI College, Law College Road, Pune","North Indian, Chinese, Biryani",150,50,NEW,,,30
ID4906,Majestic,"North Indian, Biryani",200,50,,,,30
ID1447,"Sector 14, Noida",North Indian,100,50,,,,30
ID8262,Delhi UniversityGTB Nagar,North Indian,100,50,,,,30
ID6976,"MG Road, Pune","South Indian, Bengali, North Indian, Chinese",200,50,3.4,10,4,30
ID7713,"Raja Bazar, Kolkata","Chinese, Italian, Continental",300,50,3.8,54,31,30
ID3050,"FTI College, Law College Road, Pune","Healthy Food, Salad, Fast Food",100,50,3.3,9,4,30
ID4109,"Sector 3, Marathalli",Rolls,100,50,3.7,15,6,45
ID8438,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Beverages",250,50,3.8,116,58,30
ID1219,"Sector 1, Noida",North Indian,200,50,4.0,71,55,30
ID1517,"Sector 14, Noida",North Indian,50,50,4.0,305,85,45
ID4114,Delhi UniversityGTB Nagar,"Rolls, Momos",100,50,NEW,,,30
ID8232,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",200,50,3.5,20,12,30
ID5368,"Delhi Administration Flats, Timarpur",Juices,50,50,,,,30
ID2231,"BTM Layout 1, Electronic City","Continental, Cafe, Pizza, Fast Food, Steak",400,50,4.2,1977,999,65
ID8495,"Rmz Centennial, I Gate, Whitefield","Continental, North Indian, Desserts, Beverages",250,50,3.5,19,7,65
ID2085,"Sector 1, Noida",North Indian,100,50,3.5,13,5,30
ID317,"Delhi High Court, India Gate","North Indian, Chinese, Mughlai, Burger, Fast Food, Kebab",750,50,3.1,268,156,45
ID7417,"Delhi High Court, India Gate",North Indian,150,50,,,,30
ID8372,Mumbai Central,"Chinese, North Indian, Mughlai",200,50,3.7,172,70,45
ID4392,"DBlock, Sector 63, Noida","North Indian, Chinese",150,50,3.3,12,6,30
ID1116,"Delhi Administration Flats, Timarpur","North Indian, Chinese, Fast Food",200,50,,,,30
ID2731,"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese",150,50,3.7,11,7,30
ID4429,Mumbai Central,North Indian,100,50,3.7,55,22,30
ID3481,"DBlock, Sector 63, Noida","North Indian, Chinese",200,50,NEW,,,30
ID5939,"Sector 3, Marathalli","Fast Food, Desserts, Beverages",200,50,NEW,,,30
ID5282,"FTI College, Law College Road, Pune",Chinese,200,50,,,,30
ID7770,"Delhi Administration Flats, Timarpur","North Indian, Fast Food",200,99,3.0,6,2,45
ID3022,"Sector 63A,Gurgaon","North Indian, Chinese",250,50,3.6,28,12,30
ID5538,"Panjetan Colony, Malakpet, Hyderabad","North Indian, Beverages",100,50,2.8,4,3,30
ID2483,Delhi UniversityGTB Nagar,"North Indian, Fast Food, Biryani, Rolls, Wraps",250,50,3.9,373,122,45
ID816,"Sector 1, Noida","Bakery, Desserts",100,50,NEW,,,30
ID7203,"Dockyard Road, Mumbai CST Area",Mithai,150,50,3.7,56,24,45
ID8332,"Yerawada, Pune, Maharashtra",Bakery,100,50,,,,30
ID152,"Sector 3, Marathalli","North Indian, Chinese, Seafood, Biryani",250,50,,,,30
ID4,"Mico Layout, Stage 2, BTM Layout,Bangalore","Cafe, North Indian, Chinese, Fast Food, Beverages",200,50,4.0,161,105,45
ID426,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Fast Food",200,50,3.1,4,2,30
ID926,"Mico Layout, Stage 2, BTM Layout,Bangalore",Biryani,200,50,3.8,1216,355,65
ID8143,Delhi UniversityGTB Nagar,"North Indian, Chinese, Continental",100,50,NEW,,,30
ID1777,Delhi UniversityGTB Nagar,"Chinese, Fast Food",150,50,3.5,67,48,30
ID7008,"Rmz Centennial, I Gate, Whitefield","Fast Food, Desserts, Beverages",200,50,NEW,,,30
ID3289,"Sector 63A,Gurgaon",North Indian,150,50,3.4,48,23,65
ID1125,"Sector 1, Noida",Fast Food,100,50,3.0,,,30
ID1581,"Sector 14, Noida","North Indian, Chinese",150,50,3.6,260,40,45
ID6004,"Chandni Chowk, Kolkata",Rolls,100,50,3.5,29,12,30
ID4004,"FTI College, Law College Road, Pune",Maharashtrian,150,50,3.2,5,1,30
ID6358,"MG Road, Pune","North Indian, South Indian, Chinese",250,50,3.7,92,62,30
ID3158,"Babarpur, New Delhi, Delhi","Bakery, Desserts",200,50,3.6,31,8,65
ID8002,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Street Food, Beverages",200,50,4.0,70,55,30
ID7636,"Sector 1, Noida",Chinese,150,50,3.5,11,8,30
ID747,"Yerawada, Pune, Maharashtra","Desserts, Beverages",150,50,3.3,37,13,45
ID790,"Mico Layout, Stage 2, BTM Layout,Bangalore","Bengali, North Indian, Rolls, Fast Food, Seafood",150,50,3.0,9,4,30
ID2734,"Nathan Road, Mangaldas Road, Pune","Bakery, Desserts, Cafe",300,50,4.4,812,457,45
ID2905,"Delhi Administration Flats, Timarpur","Desserts, Beverages, Ice Cream",150,50,3.7,260,68,45
ID7730,"Babarpur, New Delhi, Delhi","North Indian, Chinese, Italian, Fast Food",350,50,3.6,89,28,45
ID2942,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Mithai,100,50,3.8,65,25,45
ID7358,"Delhi Administration Flats, Timarpur","North Indian, Chinese",100,50,2.7,4,1,30
ID5302,"Rmz Centennial, I Gate, Whitefield","Desserts, Ice Cream",200,50,4.1,145,64,45
ID7578,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese, Mughlai",200,50,,,,30
ID7332,Pune University,"Italian, Continental, Salad",600,0,4.3,3837,2217,30
ID1549,"FTI College, Law College Road, Pune","Fast Food, Street Food",200,50,3.3,10,4,30
ID8168,"Raja Bazar, Kolkata","Biryani, North Indian, Rolls",150,50,3.7,453,153,30
ID245,Mumbai Central,"Chinese, Seafood",150,50,3.8,26,17,30
ID3748,"Musi Nagar, Malakpet, Hyderabad","South Indian, Street Food, Seafood",100,50,3.4,5,,30
ID3526,"Mico Layout, Stage 2, BTM Layout,Bangalore",North Indian,150,50,,,,30
ID5979,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Rolls",100,50,3.5,50,4,45
ID5785,"MG Road, Pune",Street Food,150,50,3.7,21,11,30
ID5020,"Mico Layout, Stage 2, BTM Layout,Bangalore","Kerala, South Indian",100,50,3.9,69,17,45
ID7841,"Mico Layout, Stage 2, BTM Layout,Bangalore",Desserts,200,50,4.2,83,51,30
ID4618,"Sector 63A,Gurgaon","Chinese, North Indian, Fast Food",250,50,3.1,4,1,30
ID3236,"FTI College, Law College Road, Pune","Biryani, Mughlai",150,50,3.3,14,1,30
ID7018,"DBlock, Sector 63, Noida","Mughlai, North Indian, Chinese",250,50,3.5,193,64,45
ID2508,Pune University,"Biryani, North Indian, Kebab, Mughlai",400,50,3.9,654,344,45
ID5952,"FTI College, Law College Road, Pune","Beverages, Desserts",200,50,NEW,,,30
ID3808,"Babarpur, New Delhi, Delhi","Pizza, Fast Food",150,50,3.6,35,19,30
ID7422,"Sector 63A,Gurgaon",North Indian,100,50,,,,30
ID1370,"Delhi High Court, India Gate",Bakery,100,50,2.8,27,7,45
ID1037,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Biryani, North Indian, Mughlai, Beverages",100,50,NEW,,,30
ID1367,"Jaya Nagar, Saidabad, Hyderabad","Bakery, Desserts",200,50,NEW,,,30
ID7541,"Sector 1, Noida","Finger Food, North Indian, Italian",600,50,3.9,523,338,45
ID1763,"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, Momos, Asian",200,50,3.5,10,5,30
ID4481,"Yerawada, Pune, Maharashtra","Fast Food, Italian, Beverages",150,50,3.6,33,30,30
ID4338,Mumbai Central,"Continental, Thai, Italian, Mexican, Mediterranean",750,50,4.4,3143,2212,45
ID3982,"FTI College, Law College Road, Pune","Maharashtrian, North Indian",150,99,3.5,116,29,65
