jobs,gender,salary,age,number of workers,working hours
Practitioner,woman,all,45 ~ 49,"143,469",152
Practitioner,woman,all,50 ~ 54,"99,522",153.2
Practitioner,woman,all,55 ~ 59,"52,724",149.4
Practitioner,woman,all,60 ~,"25,122",145.2
Practitioner,woman,800,all,"17,513",34.7
Practitioner,woman,800,~ 19,386,46.6
Practitioner,woman,800,20 ~ 24,508,47.8
Practitioner,woman,800,25 ~ 29,"1,287",31.2
Practitioner,woman,800,30 ~ 34,"1,491",29.8
Practitioner,woman,800,35 ~ 39,"3,010",26.6
Practitioner,woman,800,40 ~ 44,"3,459",24.7
Practitioner,woman,800,45 ~ 49,"3,261",47.6
Practitioner,woman,800,50 ~ 54,"1,714",36
Practitioner,woman,800,55 ~ 59,"1,195",38
Practitioner,woman,800,60 ~,"1,202",43.9
Practitioner,woman,900,all,"5,775",56.5
Practitioner,woman,900,~ 19,0,0
Practitioner,woman,900,20 ~ 24,284,73.3
Practitioner,woman,900,25 ~ 29,296,64.3
Practitioner,woman,900,30 ~ 34,620,50.3
Practitioner,woman,900,35 ~ 39,"1,178",49.7
Practitioner,woman,900,40 ~ 44,958,47.2
Practitioner,woman,900,45 ~ 49,952,55.3
Practitioner,woman,900,50 ~ 54,654,59
Practitioner,woman,900,55 ~ 59,460,64.3
Practitioner,woman,900,60 ~,372,82.3
Practitioner,woman,1000,all,"13,547",75.4
Practitioner,woman,1000,~ 19,241,88
Practitioner,woman,1000,20 ~ 24,453,74.8
Practitioner,woman,1000,25 ~ 29,"1,074",78.7
Practitioner,woman,1000,30 ~ 34,"1,362",72.5
Practitioner,woman,1000,35 ~ 39,"2,420",71.8
Practitioner,woman,1000,40 ~ 44,"2,879",78.3
Practitioner,woman,1000,45 ~ 49,"2,053",73.8
Practitioner,woman,1000,50 ~ 54,"1,247",74.5
Practitioner,woman,1000,55 ~ 59,"1,014",75.6
Practitioner,woman,1000,60 ~,802,77.8
Practitioner,woman,1100,all,"10,043",83.4
Practitioner,woman,1100,~ 19,0,0
Practitioner,woman,1100,20 ~ 24,150,98.2
Practitioner,woman,1100,25 ~ 29,332,77.7
Practitioner,woman,1100,30 ~ 34,507,65.8
Practitioner,woman,1100,35 ~ 39,844,89.4
Practitioner,woman,1100,40 ~ 44,733,68.6
Practitioner,woman,1100,45 ~ 49,"1,945",79
Practitioner,woman,1100,50 ~ 54,"2,545",87.2
Practitioner,woman,1100,55 ~ 59,"2,103",86.9
Practitioner,woman,1100,60 ~,886,90.4
Practitioner,woman,1200,all,"8,151",91.6
Practitioner,woman,1200,~ 19,0,0
Practitioner,woman,1200,20 ~ 24,222,77.4
Practitioner,woman,1200,25 ~ 29,219,89.7
Practitioner,woman,1200,30 ~ 34,645,72.3
Practitioner,woman,1200,35 ~ 39,"1,111",93.1
Practitioner,woman,1200,40 ~ 44,517,77.1
Practitioner,woman,1200,45 ~ 49,"1,841",89
Practitioner,woman,1200,50 ~ 54,"1,536",93.7
Practitioner,woman,1200,55 ~ 59,"1,370",98.9
Practitioner,woman,1200,60 ~,688,111.5
Practitioner,woman,1300,all,"5,284",96.5
Practitioner,woman,1300,~ 19,0,0
Practitioner,woman,1300,20 ~ 24,166,110.5
Practitioner,woman,1300,25 ~ 29,487,107.8
Practitioner,woman,1300,30 ~ 34,422,71.4
Practitioner,woman,1300,35 ~ 39,706,81.4
Practitioner,woman,1300,40 ~ 44,703,94.5
Practitioner,woman,1300,45 ~ 49,984,99.9
Practitioner,woman,1300,50 ~ 54,615,105.1
Practitioner,woman,1300,55 ~ 59,706,99.6
Practitioner,woman,1300,60 ~,494,104.8
Practitioner,woman,1400,all,"6,922",112
Practitioner,woman,1400,~ 19,44,161
Practitioner,woman,1400,20 ~ 24,401,113.4
Practitioner,woman,1400,25 ~ 29,432,114.6
Practitioner,woman,1400,30 ~ 34,762,82.6
Practitioner,woman,1400,35 ~ 39,668,101
Practitioner,woman,1400,40 ~ 44,763,105.6
Practitioner,woman,1400,45 ~ 49,930,117.4
Practitioner,woman,1400,50 ~ 54,"1,356",113
Practitioner,woman,1400,55 ~ 59,843,120.5
Practitioner,woman,1400,60 ~,724,136.1
Practitioner,woman,1500,all,"5,513",123.8
Practitioner,woman,1500,~ 19,0,0
Practitioner,woman,1500,20 ~ 24,600,138.4
Practitioner,woman,1500,25 ~ 29,717,98.8
Practitioner,woman,1500,30 ~ 34,428,127.5
Practitioner,woman,1500,35 ~ 39,882,139.7
Practitioner,woman,1500,40 ~ 44,589,115.5
Practitioner,woman,1500,45 ~ 49,831,111.1
Practitioner,woman,1500,50 ~ 54,527,148.8
Practitioner,woman,1500,55 ~ 59,574,111
Practitioner,woman,1500,60 ~,366,133.5
Practitioner,woman,1600,all,"11,403",139.4
Practitioner,woman,1600,~ 19,0,0
Practitioner,woman,1600,20 ~ 24,"1,383",141.1
Practitioner,woman,1600,25 ~ 29,"1,367",144.5
Practitioner,woman,1600,30 ~ 34,"1,066",143.6
Practitioner,woman,1600,35 ~ 39,"1,295",131.2
Practitioner,woman,1600,40 ~ 44,"1,866",129.8
Practitioner,woman,1600,45 ~ 49,"1,925",141.6
Practitioner,woman,1600,50 ~ 54,"1,224",146.1
Practitioner,woman,1600,55 ~ 59,843,141.9
Practitioner,woman,1600,60 ~,436,140.6
Practitioner,woman,1700,all,"14,994",145.3
Practitioner,woman,1700,~ 19,0,0
Practitioner,woman,1700,20 ~ 24,"1,761",149.8
Practitioner,woman,1700,25 ~ 29,"2,725",150.2
Practitioner,woman,1700,30 ~ 34,"1,249",151.1
Practitioner,woman,1700,35 ~ 39,"1,580",140.4
Practitioner,woman,1700,40 ~ 44,"2,712",140.6
Practitioner,woman,1700,45 ~ 49,"2,026",138.2
Practitioner,woman,1700,50 ~ 54,"1,458",145.6
Practitioner,woman,1700,55 ~ 59,811,147
Practitioner,woman,1700,60 ~,672,152.2
Practitioner,woman,1800,all,"126,032",153.8
Practitioner,woman,1800,~ 19,259,157.9
Practitioner,woman,1800,20 ~ 24,"15,741",154.7
Practitioner,woman,1800,25 ~ 29,"15,796",154
Practitioner,woman,1800,30 ~ 34,"10,369",153.2
Practitioner,woman,1800,35 ~ 39,"15,203",152.6
Practitioner,woman,1800,40 ~ 44,"22,086",153
Practitioner,woman,1800,45 ~ 49,"25,016",153.6
Practitioner,woman,1800,50 ~ 54,"13,706",154.2
Practitioner,woman,1800,55 ~ 59,"5,100",155.5
Practitioner,woman,1800,60 ~,"2,757",160.2
Practitioner,woman,1900,all,"79,929",156.1
Practitioner,woman,1900,~ 19,183,166.3
Practitioner,woman,1900,20 ~ 24,"15,959",154.8
Practitioner,woman,1900,25 ~ 29,"15,215",154.6
Practitioner,woman,1900,30 ~ 34,"7,570",154.9
Practitioner,woman,1900,35 ~ 39,"7,904",155.2
Practitioner,woman,1900,40 ~ 44,"8,577",155.7
Practitioner,woman,1900,45 ~ 49,"11,435",156.9
Practitioner,woman,1900,50 ~ 54,"8,198",157.6
Practitioner,woman,1900,55 ~ 59,"3,670",163
Practitioner,woman,1900,60 ~,"1,218",167.7
Practitioner,woman,2000,all,"63,601",157.1
Practitioner,woman,2000,~ 19,109,164.1
Practitioner,woman,2000,20 ~ 24,"12,311",158.2
Practitioner,woman,2000,25 ~ 29,"16,351",155.5
Practitioner,woman,2000,30 ~ 34,"6,702",155.5
Practitioner,woman,2000,35 ~ 39,"5,677",154.5
Practitioner,woman,2000,40 ~ 44,"5,941",155.8
Practitioner,woman,2000,45 ~ 49,"7,696",157.9
Practitioner,woman,2000,50 ~ 54,"4,926",161.8
Practitioner,woman,2000,55 ~ 59,"2,925",161.2
Practitioner,woman,2000,60 ~,962,162
Practitioner,woman,2200,all,"119,643",159.3
Practitioner,woman,2200,~ 19,148,165.2
Practitioner,woman,2200,20 ~ 24,"17,085",160.8
Practitioner,woman,2200,25 ~ 29,"36,011",158
Practitioner,woman,2200,30 ~ 34,"13,710",157.9
Practitioner,woman,2200,35 ~ 39,"12,065",160.1
Practitioner,woman,2200,40 ~ 44,"13,441",158.5
Practitioner,woman,2200,45 ~ 49,"11,800",159.1
Practitioner,woman,2200,50 ~ 54,"9,273",162
Practitioner,woman,2200,55 ~ 59,"4,016",164.8
Practitioner,woman,2200,60 ~,"2,094",159.8
Practitioner,woman,2400,all,"93,627",160.6
Practitioner,woman,2400,~ 19,45,165.7
Practitioner,woman,2400,20 ~ 24,"12,299",163.5
Practitioner,woman,2400,25 ~ 29,"29,151",159.3
Practitioner,woman,2400,30 ~ 34,"15,867",157.6
Practitioner,woman,2400,35 ~ 39,"8,890",158.1
Practitioner,woman,2400,40 ~ 44,"8,310",160.6
Practitioner,woman,2400,45 ~ 49,"8,263",162.7
Practitioner,woman,2400,50 ~ 54,"6,144",163.7
Practitioner,woman,2400,55 ~ 59,"3,261",165.5
Practitioner,woman,2400,60 ~,"1,397",173.3
Practitioner,woman,2600,all,"83,342",162.1
Practitioner,woman,2600,~ 19,140,154.6
Practitioner,woman,2600,20 ~ 24,"8,030",168.5
Practitioner,woman,2600,25 ~ 29,"27,213",162.1
Practitioner,woman,2600,30 ~ 34,"13,483",159.2
Practitioner,woman,2600,35 ~ 39,"11,221",159.6
Practitioner,woman,2600,40 ~ 44,"8,278",161.7
Practitioner,woman,2600,45 ~ 49,"6,312",162
Practitioner,woman,2600,50 ~ 54,"4,729",164
Practitioner,woman,2600,55 ~ 59,"2,199",161.1
Practitioner,woman,2600,60 ~,"1,736",169.4
Practitioner,woman,2800,all,"63,868",163
Practitioner,woman,2800,~ 19,54,163.4
Practitioner,woman,2800,20 ~ 24,"5,671",167.4
Practitioner,woman,2800,25 ~ 29,"19,308",163.2
Practitioner,woman,2800,30 ~ 34,"13,195",160
Practitioner,woman,2800,35 ~ 39,"8,313",160.8
Practitioner,woman,2800,40 ~ 44,"5,556",161.3
Practitioner,woman,2800,45 ~ 49,"5,416",164
Practitioner,woman,2800,50 ~ 54,"3,550",169.2
Practitioner,woman,2800,55 ~ 59,"1,869",168.1
Practitioner,woman,2800,60 ~,937,162.7
Practitioner,woman,3000,all,"55,002",163.8
Practitioner,woman,3000,~ 19,13,163.7
Practitioner,woman,3000,20 ~ 24,"3,830",167.6
Practitioner,woman,3000,25 ~ 29,"16,188",162.7
Practitioner,woman,3000,30 ~ 34,"12,297",161.4
Practitioner,woman,3000,35 ~ 39,"7,550",164.1
Practitioner,woman,3000,40 ~ 44,"5,830",163.1
Practitioner,woman,3000,45 ~ 49,"3,960",169.7
Practitioner,woman,3000,50 ~ 54,"3,033",167.2
Practitioner,woman,3000,55 ~ 59,"1,729",165.1
Practitioner,woman,3000,60 ~,572,160.7
Practitioner,woman,3500,all,"108,783",165.2
Practitioner,woman,3500,~ 19,12,144.9
Practitioner,woman,3500,20 ~ 24,"7,100",168.8
Practitioner,woman,3500,25 ~ 29,"28,970",165.5
Practitioner,woman,3500,30 ~ 34,"24,091",161.8
Practitioner,woman,3500,35 ~ 39,"17,839",162.6
Practitioner,woman,3500,40 ~ 44,"11,538",167.4
Practitioner,woman,3500,45 ~ 49,"8,908",169.1
Practitioner,woman,3500,50 ~ 54,"5,953",170.1
Practitioner,woman,3500,55 ~ 59,"3,058",168.5
Practitioner,woman,3500,60 ~,"1,315",158.5
Practitioner,woman,4000,all,"75,835",164.5
Practitioner,woman,4000,~ 19,0,0
Practitioner,woman,4000,20 ~ 24,"4,090",168.3
Practitioner,woman,4000,25 ~ 29,"17,764",164.2
Practitioner,woman,4000,30 ~ 34,"18,888",162.1
Practitioner,woman,4000,35 ~ 39,"14,227",162.3
Practitioner,woman,4000,40 ~ 44,"8,615",164.2
Practitioner,woman,4000,45 ~ 49,"5,819",167.8
Practitioner,woman,4000,50 ~ 54,"4,080",176.6
Practitioner,woman,4000,55 ~ 59,"1,792",166.6
Practitioner,woman,4000,60 ~,559,156.3
Practitioner,woman,4500,all,"59,450",163.8
Practitioner,woman,4500,~ 19,3,152
Practitioner,woman,4500,20 ~ 24,"2,428",169.7
Practitioner,woman,4500,25 ~ 29,"13,585",166.4
Practitioner,woman,4500,30 ~ 34,"14,761",161.5
Practitioner,woman,4500,35 ~ 39,"10,967",160.7
Practitioner,woman,4500,40 ~ 44,"7,728",162
Practitioner,woman,4500,45 ~ 49,"4,139",165
Practitioner,woman,4500,50 ~ 54,"3,550",167.7
Practitioner,woman,4500,55 ~ 59,"1,740",175.6
Practitioner,woman,4500,60 ~,550,155
Practitioner,woman,5000,all,"44,655",162.1
Practitioner,woman,5000,~ 19,2,152
Practitioner,woman,5000,20 ~ 24,975,169.2
Practitioner,woman,5000,25 ~ 29,"8,491",166.3
Practitioner,woman,5000,30 ~ 34,"10,003",161.8
Practitioner,woman,5000,35 ~ 39,"9,600",158.9
Practitioner,woman,5000,40 ~ 44,"6,993",160.6
Practitioner,woman,5000,45 ~ 49,"4,388",161.1
Practitioner,woman,5000,50 ~ 54,"2,556",163.4
Practitioner,woman,5000,55 ~ 59,"1,370",162.9
Practitioner,woman,5000,60 ~,278,163.3
Practitioner,woman,6000,all,"64,117",161.9
Practitioner,woman,6000,~ 19,0,0
Practitioner,woman,6000,20 ~ 24,"1,586",168.3
Practitioner,woman,6000,25 ~ 29,"9,204",167.7
Practitioner,woman,6000,30 ~ 34,"13,032",164
Practitioner,woman,6000,35 ~ 39,"14,017",161.2
Practitioner,woman,6000,40 ~ 44,"10,917",159.9
Practitioner,woman,6000,45 ~ 49,"7,938",158.1
Practitioner,woman,6000,50 ~ 54,"4,065",157.8
Practitioner,woman,6000,55 ~ 59,"2,203",160.3
Practitioner,woman,6000,60 ~,"1,154",154.2
Practitioner,woman,10000,all,"97,475",160.4
Practitioner,woman,10000,~ 19,0,0
Practitioner,woman,10000,20 ~ 24,564,167
Practitioner,woman,10000,25 ~ 29,"6,163",168.8
Practitioner,woman,10000,30 ~ 34,"13,017",161.7
Practitioner,woman,10000,35 ~ 39,"19,516",161.9
Practitioner,woman,10000,40 ~ 44,"18,875",161.3
Practitioner,woman,10000,45 ~ 49,"15,633",159.6
Practitioner,woman,10000,50 ~ 54,"12,883",156.4
Practitioner,woman,10000,55 ~ 59,"7,873",155
Practitioner,woman,10000,60 ~,"2,952",156.5
Office Worker,all,all,all,"3,095,170",160
Office Worker,all,all,~ 19,"9,815",153.6
Office Worker,all,all,20 ~ 24,"121,734",157.2
Office Worker,all,all,25 ~ 29,"402,716",159.4
Office Worker,all,all,30 ~ 34,"459,539",160.1
Office Worker,all,all,35 ~ 39,"518,223",159.9
Office Worker,all,all,40 ~ 44,"459,075",160.6
Office Worker,all,all,45 ~ 49,"436,576",160.7
Office Worker,all,all,50 ~ 54,"317,490",160.9
Office Worker,all,all,55 ~ 59,"216,108",161.1
Office Worker,all,all,60 ~,"153,893",157.8
Office Worker,all,800,all,"10,863",51.4
Office Worker,all,800,~ 19,363,47.8
Office Worker,all,800,20 ~ 24,"2,113",55
Office Worker,all,800,25 ~ 29,"2,481",43
Office Worker,all,800,30 ~ 34,804,50.7
Office Worker,all,800,35 ~ 39,"1,216",50.5
Office Worker,all,800,40 ~ 44,"1,079",51.7
Office Worker,all,800,45 ~ 49,845,58.3
Office Worker,all,800,50 ~ 54,522,50
Office Worker,all,800,55 ~ 59,296,62
Office Worker,all,800,60 ~,"1,143",57.6
Office Worker,all,900,all,"4,358",76.5
Office Worker,all,900,~ 19,52,85.3
Office Worker,all,900,20 ~ 24,793,86.5
Office Worker,all,900,25 ~ 29,455,82.4
Office Worker,all,900,30 ~ 34,405,78.6
Office Worker,all,900,35 ~ 39,681,74.2
Office Worker,all,900,40 ~ 44,530,75.9
Office Worker,all,900,45 ~ 49,317,68.6
Office Worker,all,900,50 ~ 54,408,72.1
Office Worker,all,900,55 ~ 59,177,90.4
Office Worker,all,900,60 ~,540,60.8
Office Worker,all,1000,all,"3,120",84.2
Office Worker,all,1000,~ 19,32,107.9
Office Worker,all,1000,20 ~ 24,362,100.7
Office Worker,all,1000,25 ~ 29,371,91.7
Office Worker,all,1000,30 ~ 34,177,107.3
Office Worker,all,1000,35 ~ 39,614,78.9
Office Worker,all,1000,40 ~ 44,472,75.3
Office Worker,all,1000,45 ~ 49,321,69.3
Office Worker,all,1000,50 ~ 54,191,80
Office Worker,all,1000,55 ~ 59,153,77.1
Office Worker,all,1000,60 ~,428,85.7
Office Worker,all,1100,all,"7,045",98.7
Office Worker,all,1100,~ 19,2,120
Office Worker,all,1100,20 ~ 24,542,110.8
Office Worker,all,1100,25 ~ 29,587,91
Office Worker,all,1100,30 ~ 34,564,84.7
Office Worker,all,1100,35 ~ 39,760,84.1
Office Worker,all,1100,40 ~ 44,498,93
Office Worker,all,1100,45 ~ 49,805,88.9
Office Worker,all,1100,50 ~ 54,774,86.6
Office Worker,all,1100,55 ~ 59,"1,004",116.4
Office Worker,all,1100,60 ~,"1,509",111.2
Office Worker,all,1200,all,"4,589",106.5
Office Worker,all,1200,~ 19,70,124.9
Office Worker,all,1200,20 ~ 24,454,122
Office Worker,all,1200,25 ~ 29,406,113
Office Worker,all,1200,30 ~ 34,509,118.1
Office Worker,all,1200,35 ~ 39,361,101.9
Office Worker,all,1200,40 ~ 44,586,102.5
Office Worker,all,1200,45 ~ 49,373,104.6
Office Worker,all,1200,50 ~ 54,321,116.8
Office Worker,all,1200,55 ~ 59,485,89.3
Office Worker,all,1200,60 ~,"1,023",99.7
Office Worker,all,1300,all,"8,323",117.4
Office Worker,all,1300,~ 19,74,152
Office Worker,all,1300,20 ~ 24,553,123.6
Office Worker,all,1300,25 ~ 29,"1,635",109.1
Office Worker,all,1300,30 ~ 34,584,111.9
Office Worker,all,1300,35 ~ 39,"1,181",100.4
Office Worker,all,1300,40 ~ 44,"1,008",120.3
Office Worker,all,1300,45 ~ 49,719,121.8
Office Worker,all,1300,50 ~ 54,654,125.3
Office Worker,all,1300,55 ~ 59,705,130.2
Office Worker,all,1300,60 ~,"1,211",126.1
Office Worker,all,1400,all,"9,094",120.4
Office Worker,all,1400,~ 19,36,152
Office Worker,all,1400,20 ~ 24,448,134
Office Worker,all,1400,25 ~ 29,520,137.4
Office Worker,all,1400,30 ~ 34,"1,149",107.9
Office Worker,all,1400,35 ~ 39,"1,615",112.3
Office Worker,all,1400,40 ~ 44,"1,375",131.7
Office Worker,all,1400,45 ~ 49,"1,685",119.5
Office Worker,all,1400,50 ~ 54,786,120.5
Office Worker,all,1400,55 ~ 59,817,113.8
Office Worker,all,1400,60 ~,663,124.6
Office Worker,all,1500,all,"9,145",133.9
Office Worker,all,1500,~ 19,75,153
Office Worker,all,1500,20 ~ 24,462,146.4
Office Worker,all,1500,25 ~ 29,660,141.4
Office Worker,all,1500,30 ~ 34,863,139.5
Office Worker,all,1500,35 ~ 39,"1,233",126.9
Office Worker,all,1500,40 ~ 44,"1,378",129
Office Worker,all,1500,45 ~ 49,"1,837",133.7
Office Worker,all,1500,50 ~ 54,"1,181",135
Office Worker,all,1500,55 ~ 59,827,137
Office Worker,all,1500,60 ~,629,125.8
Office Worker,all,1600,all,"19,677",142.9
Office Worker,all,1600,~ 19,128,155
Office Worker,all,1600,20 ~ 24,"1,850",147.8
Office Worker,all,1600,25 ~ 29,"2,205",150.8
Office Worker,all,1600,30 ~ 34,"1,312",141.6
Office Worker,all,1600,35 ~ 39,"2,438",139.2
Office Worker,all,1600,40 ~ 44,"2,300",144.7
Office Worker,all,1600,45 ~ 49,"2,387",141.7
Office Worker,all,1600,50 ~ 54,"1,874",143.9
Office Worker,all,1600,55 ~ 59,"1,466",137.1
Office Worker,all,1600,60 ~,"3,716",139.7
Office Worker,all,1700,all,"21,177",145.7
Office Worker,all,1700,~ 19,114,152.1
Office Worker,all,1700,20 ~ 24,"2,710",149.9
Office Worker,all,1700,25 ~ 29,"2,757",152.1
Office Worker,all,1700,30 ~ 34,"1,637",144.6
Office Worker,all,1700,35 ~ 39,"2,795",139.5
Office Worker,all,1700,40 ~ 44,"2,390",153
Office Worker,all,1700,45 ~ 49,"2,995",148.2
Office Worker,all,1700,50 ~ 54,"2,223",144
Office Worker,all,1700,55 ~ 59,"1,205",122.5
Office Worker,all,1700,60 ~,"2,351",144
Office Worker,all,1800,all,"81,904",153.7
Office Worker,all,1800,~ 19,"2,048",152.9
Office Worker,all,1800,20 ~ 24,"12,867",153.6
Office Worker,all,1800,25 ~ 29,"15,533",152.2
Office Worker,all,1800,30 ~ 34,"8,607",153.6
Office Worker,all,1800,35 ~ 39,"9,335",154.3
Office Worker,all,1800,40 ~ 44,"9,293",155.2
Office Worker,all,1800,45 ~ 49,"9,292",156.4
Office Worker,all,1800,50 ~ 54,"5,755",151
Office Worker,all,1800,55 ~ 59,"4,475",154.3
Office Worker,all,1800,60 ~,"4,700",153
Office Worker,all,1900,all,"100,289",155.9
Office Worker,all,1900,~ 19,"1,049",153.6
Office Worker,all,1900,20 ~ 24,"13,826",155.6
Office Worker,all,1900,25 ~ 29,"19,593",155.8
Office Worker,all,1900,30 ~ 34,"11,654",156.1
Office Worker,all,1900,35 ~ 39,"9,671",156.6
Office Worker,all,1900,40 ~ 44,"13,041",155.9
Office Worker,all,1900,45 ~ 49,"12,600",157.4
Office Worker,all,1900,50 ~ 54,"8,413",154.6
Office Worker,all,1900,55 ~ 59,"4,704",156.1
Office Worker,all,1900,60 ~,"5,740",154.3
Office Worker,all,2000,all,"89,442",156.7
Office Worker,all,2000,~ 19,648,155.9
Office Worker,all,2000,20 ~ 24,"11,989",159.1
Office Worker,all,2000,25 ~ 29,"20,321",156
Office Worker,all,2000,30 ~ 34,"12,431",155.2
Office Worker,all,2000,35 ~ 39,"11,983",156.5
Office Worker,all,2000,40 ~ 44,"10,130",155.5
Office Worker,all,2000,45 ~ 49,"9,325",155.8
Office Worker,all,2000,50 ~ 54,"6,247",157
Office Worker,all,2000,55 ~ 59,"3,048",158.7
Office Worker,all,2000,60 ~,"3,320",161.4
Office Worker,all,2200,all,"216,528",158.1
Office Worker,all,2200,~ 19,"1,809",156.7
Office Worker,all,2200,20 ~ 24,"24,323",159.9
Office Worker,all,2200,25 ~ 29,"50,626",158.9
Office Worker,all,2200,30 ~ 34,"30,024",156.3
Office Worker,all,2200,35 ~ 39,"24,105",157.4
Office Worker,all,2200,40 ~ 44,"22,190",157.2
Office Worker,all,2200,45 ~ 49,"24,020",157.8
Office Worker,all,2200,50 ~ 54,"16,996",157.9
Office Worker,all,2200,55 ~ 59,"9,918",158.5
Office Worker,all,2200,60 ~,"12,518",158.5
Office Worker,all,2400,all,"181,797",160.2
Office Worker,all,2400,~ 19,978,166.5
Office Worker,all,2400,20 ~ 24,"14,471",163
Office Worker,all,2400,25 ~ 29,"49,830",160.3
Office Worker,all,2400,30 ~ 34,"32,970",159.4
Office Worker,all,2400,35 ~ 39,"22,565",158.8
Office Worker,all,2400,40 ~ 44,"17,972",159.7
Office Worker,all,2400,45 ~ 49,"17,496",160.6
Office Worker,all,2400,50 ~ 54,"10,263",160.5
Office Worker,all,2400,55 ~ 59,"7,112",162.7
Office Worker,all,2400,60 ~,"8,141",159.3
Office Worker,all,2600,all,"179,156",161.8
Office Worker,all,2600,~ 19,"1,169",156.4
Office Worker,all,2600,20 ~ 24,"9,168",167.1
Office Worker,all,2600,25 ~ 29,"45,566",161.9
Office Worker,all,2600,30 ~ 34,"36,371",161
Office Worker,all,2600,35 ~ 39,"25,265",161.7
Office Worker,all,2600,40 ~ 44,"16,367",161.1
Office Worker,all,2600,45 ~ 49,"16,823",162.1
Office Worker,all,2600,50 ~ 54,"10,753",161.7
Office Worker,all,2600,55 ~ 59,"8,355",161.9
Office Worker,all,2600,60 ~,"9,318",160.1
Office Worker,all,2800,all,"154,044",162.8
Office Worker,all,2800,~ 19,253,163.4
Office Worker,all,2800,20 ~ 24,"5,894",169.5
Office Worker,all,2800,25 ~ 29,"36,925",164.3
Office Worker,all,2800,30 ~ 34,"34,002",160.9
Office Worker,all,2800,35 ~ 39,"25,293",160.8
Office Worker,all,2800,40 ~ 44,"16,984",161.4
Office Worker,all,2800,45 ~ 49,"13,169",163.2
Office Worker,all,2800,50 ~ 54,"8,298",165.4
Office Worker,all,2800,55 ~ 59,"6,163",164.6
Office Worker,all,2800,60 ~,"7,063",163.6
Office Worker,all,3000,all,"143,042",163.3
Office Worker,all,3000,~ 19,289,189.3
Office Worker,all,3000,20 ~ 24,"4,381",164.6
Office Worker,all,3000,25 ~ 29,"26,720",162.6
Office Worker,all,3000,30 ~ 34,"33,422",163.6
Office Worker,all,3000,35 ~ 39,"27,063",161.6
Office Worker,all,3000,40 ~ 44,"17,103",162.3
Office Worker,all,3000,45 ~ 49,"13,258",163.1
Office Worker,all,3000,50 ~ 54,"8,203",168.1
Office Worker,all,3000,55 ~ 59,"6,474",167.6
Office Worker,all,3000,60 ~,"6,129",162.5
Office Worker,all,3500,all,"353,633",163.4
Office Worker,all,3500,~ 19,340,180.3
Office Worker,all,3500,20 ~ 24,"7,219",164.4
Office Worker,all,3500,25 ~ 29,"50,919",162.2
Office Worker,all,3500,30 ~ 34,"76,926",161.8
Office Worker,all,3500,35 ~ 39,"74,006",162.8
Office Worker,all,3500,40 ~ 44,"45,699",163.5
Office Worker,all,3500,45 ~ 49,"36,217",165.6
Office Worker,all,3500,50 ~ 54,"25,028",165.8
Office Worker,all,3500,55 ~ 59,"20,435",165.5
Office Worker,all,3500,60 ~,"16,844",165.2
Office Worker,all,4000,all,"274,930",163.6
Office Worker,all,4000,~ 19,217,157.3
Office Worker,all,4000,20 ~ 24,"3,794",161.4
Office Worker,all,4000,25 ~ 29,"30,822",162.5
Office Worker,all,4000,30 ~ 34,"52,413",161.9
Office Worker,all,4000,35 ~ 39,"63,575",163.2
Office Worker,all,4000,40 ~ 44,"42,837",165.4
Office Worker,all,4000,45 ~ 49,"30,781",164.1
Office Worker,all,4000,50 ~ 54,"23,652",165.3
Office Worker,all,4000,55 ~ 59,"16,133",166
Office Worker,all,4000,60 ~,"10,706",162.4
Office Worker,all,4500,all,"224,959",163.9
Office Worker,all,4500,~ 19,18,197.8
Office Worker,all,4500,20 ~ 24,"1,853",163.8
Office Worker,all,4500,25 ~ 29,"18,341",162.2
Office Worker,all,4500,30 ~ 34,"36,494",163.1
Office Worker,all,4500,35 ~ 39,"51,122",162.2
Office Worker,all,4500,40 ~ 44,"41,549",163.7
Office Worker,all,4500,45 ~ 49,"30,602",167.3
Office Worker,all,4500,50 ~ 54,"19,678",165.9
Office Worker,all,4500,55 ~ 59,"16,278",164.9
Office Worker,all,4500,60 ~,"9,024",164.2
Office Worker,all,5000,all,"175,753",163.9
Office Worker,all,5000,~ 19,18,188
Office Worker,all,5000,20 ~ 24,943,169.8
Office Worker,all,5000,25 ~ 29,"10,710",163.5
Office Worker,all,5000,30 ~ 34,"26,417",161.5
Office Worker,all,5000,35 ~ 39,"39,600",162.1
Office Worker,all,5000,40 ~ 44,"34,515",165.4
Office Worker,all,5000,45 ~ 49,"27,748",163.7
Office Worker,all,5000,50 ~ 54,"16,903",167.2
Office Worker,all,5000,55 ~ 59,"11,826",166.7
Office Worker,all,5000,60 ~,"7,073",164.2
Office Worker,all,6000,all,"281,797",162.2
Office Worker,all,6000,~ 19,16,170
Office Worker,all,6000,20 ~ 24,311,169.6
Office Worker,all,6000,25 ~ 29,"8,822",162.4
Office Worker,all,6000,30 ~ 34,"34,247",161.2
Office Worker,all,6000,35 ~ 39,"53,016",160.8
Office Worker,all,6000,40 ~ 44,"58,697",160.7
Office Worker,all,6000,45 ~ 49,"53,503",163.9
Office Worker,all,6000,50 ~ 54,"35,769",163.3
Office Worker,all,6000,55 ~ 59,"25,017",164.4
Office Worker,all,6000,60 ~,"12,398",163.5
Office Worker,all,10000,all,"540,503",160.3
Office Worker,all,10000,~ 19,18,158
Office Worker,all,10000,20 ~ 24,408,163
