,Date,Open,High,Low,Close,Volume,Market Cap
359,2016-09-28,606.24,606.59,604.61,604.73,48722600.0,9634530000
360,2016-09-27,608.02,608.25,604.11,606.17,49422400.0,9661590000
361,2016-09-26,600.81,608.14,600.35,608.04,59153800.0,9545830000
362,2016-09-25,602.75,603.38,599.71,600.83,33977800.0,9575360000
363,2016-09-24,602.96,604.58,602.04,602.63,35359500.0,9577520000
364,2016-09-23,596.2,603.21,595.79,602.84,51067000.0,9469130000
365,2016-09-22,597.28,598.49,596.21,596.3,67085300.0,9485280000
366,2016-09-21,603.59,603.59,595.88,597.15,82776200.0,9584260000
367,2016-09-20,609.25,609.52,607.94,608.31,72710900.0,9673140000
368,2016-09-19,609.87,610.93,608.27,609.23,54796400.0,9681960000
369,2016-09-18,606.28,610.16,605.86,609.87,48679400.0,9623950000
370,2016-09-17,607.22,607.86,605.19,605.98,37140300.0,9637600000
371,2016-09-16,607.25,609.26,606.74,606.97,64963400.0,9637020000
372,2016-09-15,610.59,611.09,607.15,607.15,59464600.0,9688940000
373,2016-09-14,608.84,611.95,608.41,610.68,47877700.0,9660080000
374,2016-09-13,608.02,611.19,606.92,609.24,86920600.0,9645930000
375,2016-12-09,607.0,608.46,605.41,608.24,72812300.0,9628560000
376,2016-11-09,623.42,628.82,600.51,606.72,73610800.0,9887780000
377,2016-10-09,622.93,625.1,622.39,623.51,45016800.0,9878730000
378,2016-09-09,626.35,626.83,620.26,622.86,64550200.0,9931980000
379,2016-08-09,614.63,628.77,613.84,626.32,86713000.0,9745120000
380,2016-07-09,610.57,614.54,608.51,614.54,75032400.0,9679610000
381,2016-06-09,606.51,610.83,605.09,610.44,78529100.0,9614140000
382,2016-05-09,608.99,609.05,602.24,606.59,82446800.0,9652490000
383,2016-04-09,598.59,611.84,596.85,608.63,97942900.0,9486370000
384,2016-03-09,575.55,599.5,574.06,598.21,159014000.0,9120440000
385,2016-02-09,572.41,575.64,570.81,575.54,79910800.0,9069550000
386,2016-01-09,575.55,576.31,571.81,572.3,76923400.0,9118280000
387,2016-08-31,577.59,577.86,573.64,575.47,75840900.0,9149730000
388,2016-08-30,574.11,578.36,574.11,577.5,70342400.0,9093530000
389,2016-08-29,574.07,576.28,573.47,574.11,110398000.0,9091830000
390,2016-08-28,569.83,574.04,569.74,573.91,86301600.0,9023610000
391,2016-08-27,579.45,579.85,568.63,569.95,59698300.0,9174990000
392,2016-08-26,577.75,580.62,576.86,579.65,48856800.0,9147170000
393,2016-08-25,580.18,580.45,575.17,577.76,136130000.0,9184700000
394,2016-08-24,583.41,583.59,579.86,580.18,56328200.0,9234800000
395,2016-08-23,586.77,589.47,581.63,583.41,85349200.0,9286930000
396,2016-08-22,581.31,588.45,580.59,586.75,72844000.0,9199410000
397,2016-08-21,581.94,584.16,580.22,581.31,38299400.0,9208210000
398,2016-08-20,576.08,582.82,575.46,581.7,45301400.0,9114500000
399,2016-08-19,574.34,578.24,574.18,575.63,50631600.0,9085820000
400,2016-08-18,573.71,577.79,573.43,574.32,59896600.0,9074760000
401,2016-08-17,577.76,580.89,571.43,573.22,54443000.0,9138030000
402,2016-08-16,567.24,581.74,566.72,577.44,58405200.0,8970770000
403,2016-08-15,570.49,573.58,563.24,567.24,57262300.0,9021180000
404,2016-08-14,585.59,585.67,564.78,570.47,60851100.0,9258730000
405,2016-08-13,587.36,589.77,584.98,585.59,43563000.0,9285530000
406,2016-12-08,588.8,589.91,583.81,587.56,69218000.0,9307250000
407,2016-11-08,592.12,597.54,589.12,589.12,74514400.0,9358770000
408,2016-10-08,587.65,599.98,586.37,592.1,102905000.0,9286960000
409,2016-09-08,591.04,591.09,584.79,587.8,92228100.0,9339660000
410,2016-08-08,592.74,592.99,588.05,591.05,61194100.0,9365440000
411,2016-07-08,587.77,597.51,586.82,592.69,82398400.0,9285940000
412,2016-06-08,575.03,588.4,569.47,587.78,80797300.0,9083510000
413,2016-05-08,578.28,578.28,569.98,575.04,66127900.0,9133690000
414,2016-04-08,566.33,579.5,565.78,578.29,125292000.0,8943870000
415,2016-03-08,548.66,573.36,541.55,566.36,207982000.0,8663670000
416,2016-02-08,606.4,612.85,531.33,547.47,330933000.0,9574320000
417,2016-01-08,624.6,626.12,605.88,606.27,121887000.0,9860620000
418,2016-07-31,655.1,655.28,624.37,624.68,110818000.0,10340900000
419,2016-07-30,657.01,658.22,654.21,655.05,38456100.0,10370100000
420,2016-07-29,655.11,657.8,654.79,656.99,60703500.0,10338900000
421,2016-07-28,654.49,657.6,654.49,655.03,86428400.0,10328100000
422,2016-07-27,651.63,657.46,648.45,654.35,147461000.0,10281900000
423,2016-07-26,654.23,656.23,645.88,651.78,225135000.0,10321900000
424,2016-07-25,661.26,661.83,653.39,654.1,78176500.0,10431900000
425,2016-07-24,655.41,663.11,652.79,661.28,118184000.0,10338600000
426,2016-07-23,650.73,656.37,648.52,655.56,69532200.0,10263700000
427,2016-07-22,664.92,666.58,646.72,650.62,134169000.0,10486600000
428,2016-07-21,665.23,666.22,660.41,665.01,60491800.0,10490300000
429,2016-07-20,672.81,672.93,663.36,665.68,94636400.0,10608600000
430,2016-07-19,672.74,673.28,667.63,672.86,61203300.0,10606500000
431,2016-07-18,679.81,681.55,668.63,673.11,69465000.0,10716800000
432,2016-07-17,661.99,682.37,661.99,679.46,74407900.0,10434700000
433,2016-07-16,663.78,666.46,659.33,660.77,50330200.0,10461700000
434,2016-07-15,659.17,667.08,659.04,663.25,81673100.0,10387900000
435,2016-07-14,652.92,662.9,652.92,658.08,98511400.0,10288400000
436,2016-07-13,664.8,668.7,654.47,654.47,131449000.0,10474500000
437,2016-12-07,648.28,675.26,646.78,664.55,138173000.0,10213100000
438,2016-11-07,648.48,659.63,644.98,647.66,107910000.0,10215200000
439,2016-10-07,650.6,652.29,641.26,649.36,102532000.0,10247300000
440,2016-09-07,666.38,666.38,633.4,650.96,180536000.0,10493800000
441,2016-08-07,640.69,666.71,636.47,666.52,141970000.0,10086900000
442,2016-07-07,678.09,682.43,611.83,640.56,258091000.0,10673400000
443,2016-06-07,670.42,681.9,670.42,677.33,134961000.0,10550300000
444,2016-05-07,683.21,683.49,665.07,670.63,130476000.0,10749100000
445,2016-04-07,658.8,683.66,650.51,683.66,92008400.0,10362700000
446,2016-03-07,704.97,704.97,649.01,658.66,129512000.0,11086100000
447,2016-02-07,676.73,703.7,676.4,703.7,112354000.0,10639600000
448,2016-01-07,672.51,686.15,669.59,676.3,134431000.0,10570600000
449,2016-06-30,640.59,675.4,636.61,673.34,138980000.0,10066400000
450,2016-06-29,644.12,644.68,628.28,639.89,142456000.0,10119600000
451,2016-06-28,658.1,659.25,637.77,647.0,138385000.0,10336800000
452,2016-06-27,629.35,655.27,620.52,655.27,122134000.0,9882840000
453,2016-06-26,665.93,665.98,616.93,629.37,109225000.0,10454900000
454,2016-06-25,665.28,691.73,646.56,665.12,126656000.0,10442000000
455,2016-06-24,625.58,681.73,625.27,665.3,224317000.0,9816730000
456,2016-06-23,597.44,629.33,558.14,623.98,253462000.0,9373190000
457,2016-06-22,665.91,678.67,587.48,596.12,266393000.0,10445300000
458,2016-06-21,735.88,735.88,639.07,666.65,309944000.0,11540000000
459,2016-06-20,763.93,764.08,732.73,737.23,174511000.0,11976700000
460,2016-06-19,756.69,766.62,745.63,763.78,136185000.0,11859800000
461,2016-06-18,748.76,777.99,733.93,756.23,252718000.0,11732600000
462,2016-06-17,768.49,775.36,716.56,748.91,363321000.0,12038900000
463,2016-06-16,696.52,773.72,696.52,766.31,271634000.0,10908900000
464,2016-06-15,685.68,696.3,672.56,694.47,99223800.0,10736600000
465,2016-06-14,704.5,704.5,662.8,685.56,186694000.0,11028900000
466,2016-06-13,671.65,716.0,664.49,704.38,243295000.0,10511900000
467,2016-12-06,609.68,684.84,607.04,672.78,277085000.0,9539850000
468,2016-11-06,578.67,607.12,578.67,606.73,82357000.0,9052360000
469,2016-10-06,575.84,579.13,573.33,577.47,66991900.0,9005920000
470,2016-09-06,582.2,582.2,570.95,574.63,71301000.0,9103080000
471,2016-08-06,577.17,582.84,573.13,581.64,80265800.0,9022250000
472,2016-07-06,585.45,590.26,567.51,576.6,107770000.0,9149580000
473,2016-06-06,574.6,586.47,574.6,585.54,72138900.0,8977700000
474,2016-05-06,573.31,582.81,569.18,574.98,68874100.0,8955060000
475,2016-04-06,569.71,590.13,564.24,572.73,94925300.0,8897080000
476,2016-03-06,537.68,574.64,536.92,569.19,122020000.0,8395070000
477,2016-02-06,536.51,540.35,533.08,537.97,60378200.0,8375000000
478,2016-01-06,531.11,543.08,525.64,536.92,86061800.0,8288680000
479,2016-05-31,534.19,546.62,520.66,531.39,138450000.0,8335100000
480,2016-05-30,528.47,544.35,522.96,533.86,87958700.0,8243960000
481,2016-05-29,527.48,553.96,512.18,526.23,148737000.0,8226500000
482,2016-05-28,473.03,533.47,472.7,530.04,181199000.0,7375780000
483,2016-05-27,453.52,478.15,453.52,473.46,164781000.0,7070010000
484,2016-05-26,449.67,453.64,447.9,453.38,65203800.0,7008500000
485,2016-05-25,446.06,450.3,446.06,449.6,65231000.0,6950690000
486,2016-05-24,444.29,447.1,443.93,445.98,65783100.0,6921460000
487,2016-05-23,439.35,444.35,438.82,444.15,50582500.0,6842470000
488,2016-05-22,443.22,443.43,439.04,439.32,39657600.0,6900700000
489,2016-05-21,442.97,443.78,441.71,443.19,42762300.0,6895230000
490,2016-05-20,437.79,444.05,437.39,442.68,81987900.0,6813080000
491,2016-05-19,454.52,454.63,438.71,438.71,96027400.0,7072090000
492,2016-05-18,453.69,456.0,453.3,454.62,86850100.0,7057390000
493,2016-05-17,454.01,455.07,453.61,453.78,64100300.0,7060730000
494,2016-05-16,457.59,458.2,452.94,454.16,59171500.0,7114740000
495,2016-05-15,455.76,458.69,455.46,457.57,28514000.0,7084760000
496,2016-05-14,455.82,456.84,454.79,455.67,37209000.0,7084100000
497,2016-05-13,454.85,457.06,453.45,455.67,60845000.0,7067270000
498,2016-12-05,452.45,454.95,449.25,454.77,59849300.0,7028330000
499,2016-11-05,450.86,454.58,450.86,452.73,50605200.0,7002230000
500,2016-10-05,460.52,461.93,448.95,450.89,58956100.0,7150370000
501,2016-09-05,458.21,462.48,456.53,460.48,55493100.0,7112510000
502,2016-08-05,458.43,459.42,455.98,458.55,40315000.0,7114060000
503,2016-07-05,459.64,460.68,457.32,458.54,38364500.0,7131120000
504,2016-06-05,447.94,461.38,447.07,459.6,72796800.0,6947800000
505,2016-05-05,446.71,448.51,445.88,447.98,50440800.0,6926990000
506,2016-04-05,450.18,450.38,445.63,446.72,50407300.0,6978950000
507,2016-03-05,444.73,451.1,442.62,450.3,59366400.0,6892690000
508,2016-02-05,451.93,452.44,441.78,444.67,92127000.0,7002610000
509,2016-01-05,448.48,452.48,447.93,451.88,40660100.0,6947430000
510,2016-04-30,455.18,455.59,447.7,448.32,69322600.0,7049460000
511,2016-04-29,449.41,455.38,446.02,455.1,49258500.0,6958330000
512,2016-04-28,445.04,449.55,436.65,449.01,74064700.0,6889170000
513,2016-04-27,466.26,467.08,444.13,444.69,93564900.0,7216190000
514,2016-04-26,461.65,467.96,461.62,466.09,78971900.0,7143060000
515,2016-04-25,459.12,466.62,453.59,461.43,87091800.0,7102490000
516,2016-04-24,450.56,460.15,448.93,458.56,68198400.0,6968570000
517,2016-04-23,445.86,450.28,444.33,450.28,50485400.0,6894280000
518,2016-04-22,449.69,449.81,444.15,445.74,58804400.0,6951860000
519,2016-04-21,441.42,450.55,440.95,449.43,68204700.0,6822320000
520,2016-04-20,435.32,443.05,434.41,441.39,72890100.0,6726370000
521,2016-04-19,428.7,436.02,428.1,435.51,52810500.0,6622450000
522,2016-04-18,427.61,429.27,427.09,428.59,55670900.0,6604150000
523,2016-04-17,430.64,431.37,426.08,427.4,52125900.0,6649170000
524,2016-04-16,429.57,432.63,428.98,430.57,39392800.0,6631310000
525,2016-04-15,424.43,429.93,424.43,429.71,54801500.0,6550350000
526,2016-04-14,423.94,425.37,423.01,424.28,45281000.0,6541030000
527,2016-04-13,425.63,426.66,422.92,423.73,69060400.0,6565470000
528,2016-12-04,422.84,427.28,422.84,425.19,70728800.0,6520870000
529,2016-11-04,421.87,422.74,420.53,422.48,50747500.0,6504290000
530,2016-10-04,419.59,422.44,419.26,421.56,73478600.0,6467330000
531,2016-09-04,420.81,420.89,416.51,419.41,49792700.0,6484410000
532,2016-08-04,422.91,425.36,419.63,420.35,63454700.0,6515190000
533,2016-07-04,423.62,423.66,420.52,422.75,57858600.0,6524680000
534,2016-06-04,424.28,424.53,422.73,423.41,59091000.0,6533260000
535,2016-05-04,421.02,424.26,420.61,424.03,60718000.0,6481350000
536,2016-04-04,421.3,422.34,419.6,421.44,50634300.0,6483910000
537,2016-03-04,421.17,421.58,419.7,420.9,38053700.0,6480470000
538,2016-02-04,418.42,422.08,418.42,420.87,45681200.0,6436700000
539,2016-01-04,416.76,418.17,415.83,417.96,51235700.0,6409540000
540,2016-03-31,415.26,418.37,415.26,416.73,60215200.0,6385140000
541,2016-03-30,416.83,416.83,412.5,414.82,66034100.0,6407840000
542,2016-03-29,424.3,426.2,412.68,416.52,75411500.0,6521010000
543,2016-03-28,426.55,426.86,423.29,424.23,68522800.0,6553700000
544,2016-03-27,418.14,428.8,417.71,426.76,71229400.0,6423040000
545,2016-03-26,417.37,418.99,416.26,417.94,44650400.0,6409500000
546,2016-03-25,416.51,418.08,415.56,417.18,52560000.0,6394850000
547,2016-03-24,418.42,418.68,415.49,416.39,68346700.0,6422730000
548,2016-03-23,418.16,419.27,417.36,418.04,61444200.0,6417130000
549,2016-03-22,413.13,418.38,412.53,418.09,66813300.0,6338430000
550,2016-03-21,413.42,413.42,410.38,413.31,61655400.0,6341380000
551,2016-03-20,410.4,414.63,410.4,413.75,45947900.0,6293610000
552,2016-03-19,409.26,410.98,407.23,410.44,58423000.0,6274790000
553,2016-03-18,420.55,420.55,406.14,409.55,104940000.0,6446330000
554,2016-03-17,417.89,421.0,417.89,420.62,83528600.0,6404130000
555,2016-03-16,416.89,417.69,415.91,417.01,65185800.0,6387190000
556,2016-03-15,416.39,418.13,414.99,416.83,66781700.0,6377870000
557,2016-03-14,414.2,416.68,414.2,416.44,95259400.0,6342780000
558,2016-03-13,411.65,416.6,411.64,414.06,74322800.0,6302330000
559,2016-12-03,421.61,421.8,410.09,411.62,92712900.0,6453260000
560,2016-11-03,417.24,423.93,417.01,421.69,73969700.0,6384740000
561,2016-10-03,414.74,417.51,413.25,417.13,81022900.0,6344960000
562,2016-09-03,413.89,416.03,411.61,414.86,70012300.0,6330230000
563,2016-08-03,414.46,416.24,411.09,413.97,70311700.0,6337370000
564,2016-07-03,407.76,415.92,406.31,414.32,85762400.0,6233430000
565,2016-06-03,400.52,411.91,395.78,407.71,91212500.0,6121400000
566,2016-05-03,410.78,411.26,394.04,400.57,135385000.0,6276610000
567,2016-04-03,421.84,425.18,410.94,410.94,90856100.0,6443890000
568,2016-03-03,423.91,425.37,419.41,421.65,100484000.0,6474150000
569,2016-02-03,435.13,435.92,423.99,423.99,74955300.0,6643810000
570,2016-01-03,437.92,439.65,432.32,435.12,74895800.0,6684800000
571,2016-02-29,433.44,441.51,431.69,437.7,60694700.0,6614980000
572,2016-02-28,432.57,435.68,423.82,433.5,53033400.0,6600310000
573,2016-02-27,432.84,434.23,428.1,432.52,41893600.0,6602810000
574,2016-02-26,424.63,432.15,421.62,432.15,61486000.0,6476080000
575,2016-02-25,425.04,427.72,420.42,424.54,70798000.0,6480650000
576,2016-02-24,420.96,425.55,413.91,424.95,67743700.0,6417190000
577,2016-02-23,438.25,439.86,417.82,420.74,85244900.0,6679400000
578,2016-02-22,438.99,439.05,432.92,437.75,85385200.0,6689200000
579,2016-02-21,437.77,448.05,429.08,438.8,89820700.0,6669260000
580,2016-02-20,421.6,441.98,421.6,437.16,93992100.0,6421310000
581,2016-02-19,422.73,423.1,417.6,420.79,55711300.0,6436980000
582,2016-02-18,416.57,426.0,415.64,422.37,76752600.0,6341430000
583,2016-02-17,407.66,421.17,406.78,416.32,83193600.0,6204150000
584,2016-02-16,401.43,408.94,401.43,407.49,73093100.0,6108040000
585,2016-02-15,407.57,410.38,397.75,400.19,74070500.0,6199850000
586,2016-02-14,392.93,407.23,392.93,407.23,74469800.0,5975580000
587,2016-02-13,384.64,391.86,384.64,391.86,61911700.0,5847990000
588,2016-12-02,379.69,384.95,379.6,384.26,67042800.0,5771040000
589,2016-11-02,382.11,383.13,376.4,379.65,74375600.0,5806110000
590,2016-10-02,376.15,385.48,375.78,381.65,85130900.0,5713880000
591,2016-09-02,373.42,377.25,372.9,376.03,55318500.0,5670880000
592,2016-08-02,376.76,379.88,373.33,373.45,47671100.0,5720100000
593,2016-07-02,376.51,380.87,374.9,376.62,37076300.0,5714760000
594,2016-06-02,386.59,386.63,372.39,376.52,49249300.0,5865740000
595,2016-05-02,388.9,391.09,385.57,386.55,43825000.0,5898960000
596,2016-04-02,370.17,391.61,369.99,389.59,69285500.0,5613380000
597,2016-03-02,374.65,374.95,368.05,369.95,45933400.0,5679530000
598,2016-02-02,372.92,375.88,372.92,374.45,40378700.0,5651690000
599,2016-01-02,369.35,378.07,367.96,373.06,51656700.0,5596090000
600,2016-01-31,378.29,380.35,367.83,368.77,37894300.0,5729870000
601,2016-01-30,378.87,380.92,376.49,378.25,30284400.0,5736760000
602,2016-01-29,380.11,384.38,365.45,379.47,86125300.0,5753970000
603,2016-01-28,395.15,395.5,379.74,380.29,59247900.0,5980180000
604,2016-01-27,392.44,396.84,391.78,394.97,47424400.0,5937780000
605,2016-01-26,392.0,397.77,390.57,392.15,58147000.0,5929520000
606,2016-01-25,402.32,402.32,388.55,391.73,59062400.0,6083900000
607,2016-01-24,388.1,405.49,387.51,402.97,54824800.0,5867300000
608,2016-01-23,382.43,394.54,381.98,387.49,56247400.0,5779890000
609,2016-01-22,409.75,410.41,375.28,382.49,91546600.0,6190940000
610,2016-01-21,419.63,422.88,406.3,410.26,68338000.0,6338800000
611,2016-01-20,379.74,425.27,376.6,420.23,121720000.0,5734760000
612,2016-01-19,387.03,387.73,378.97,380.15,46819800.0,5843510000
613,2016-01-18,381.73,388.1,376.67,387.17,54403900.0,5761940000
614,2016-01-17,387.15,390.96,380.09,382.3,45319600.0,5842270000
615,2016-01-16,365.07,390.56,354.91,387.54,120352000.0,5507790000
616,2016-01-15,430.25,430.25,364.33,364.33,153351000.0,6489870000
617,2016-01-14,432.29,433.32,427.85,430.31,43945500.0,6519110000
618,2016-01-13,434.67,435.19,424.44,432.37,173888000.0,6553350000
619,2016-12-01,448.18,448.18,435.69,435.69,115607000.0,6755220000
620,2016-11-01,448.7,450.66,443.86,448.43,40450000.0,6761090000
621,2016-10-01,448.24,448.31,440.35,447.99,35995900.0,6752210000
622,2016-09-01,453.38,454.64,446.89,447.61,32278000.0,6828000000
623,2016-08-01,457.54,462.93,447.94,453.23,56993000.0,6888600000
624,2016-07-01,430.01,458.77,429.08,458.05,87562200.0,6472580000
625,2016-06-01,431.86,431.86,426.34,429.11,34042500.0,6498830000
626,2016-05-01,433.07,434.18,429.68,431.96,34522600.0,6515380000
627,2016-04-01,430.06,434.52,429.08,433.09,38477500.0,6468180000
628,2016-03-01,433.58,433.74,424.71,430.01,39633800.0,6519500000
629,2016-02-01,434.62,436.06,431.87,433.44,30096600.0,6533630000
630,2016-01-01,430.72,436.25,427.51,434.33,36278900.0,6473530000
631,2015-12-31,425.88,432.92,418.74,430.57,45996600.0,6399190000
632,2015-12-30,433.3,434.39,422.08,426.62,46889400.0,6508960000
633,2015-12-29,422.1,432.98,420.63,432.98,51596500.0,6339010000
634,2015-12-28,423.34,429.77,418.48,422.28,49638600.0,6356100000
635,2015-12-27,416.51,424.01,408.88,422.82,53591200.0,6251440000
636,2015-12-26,455.76,457.49,405.76,417.27,116166000.0,6838480000
637,2015-12-25,454.86,458.31,452.07,455.65,39078500.0,6823120000
638,2015-12-24,443.09,458.46,443.08,454.99,57157200.0,6645120000
639,2015-12-23,436.72,444.53,436.62,442.4,47161400.0,6547850000
640,2015-12-22,437.44,443.69,435.52,436.57,50840400.0,6556960000
641,2015-12-21,442.84,444.73,427.31,438.64,77639700.0,6636280000
642,2015-12-20,462.23,462.64,434.34,442.69,75409400.0,6925030000
643,2015-12-19,463.55,465.58,456.76,462.32,47892700.0,6942950000
644,2015-12-18,455.85,465.18,454.94,463.62,60220100.0,6825640000
645,2015-12-17,454.78,457.86,448.86,456.08,47978400.0,6807850000
646,2015-12-16,465.21,465.21,443.85,454.93,107944000.0,6962090000
647,2015-12-15,443.88,465.32,443.88,465.32,83121100.0,6640850000
648,2015-12-14,433.27,447.14,430.46,444.18,130496000.0,6480070000
649,2015-12-13,431.66,441.68,426.27,433.75,55050600.0,6454430000
650,2015-12-12,452.33,469.1,410.74,435.0,131969000.0,6761730000
651,2015-11-12,415.28,451.94,415.28,451.94,110944000.0,6206150000
652,2015-10-12,417.99,419.51,411.55,415.48,52138900.0,6244360000
653,2015-09-12,414.44,423.12,406.29,417.56,90917200.0,6189620000
654,2015-08-12,395.75,415.56,389.95,415.56,57801400.0,5908810000
655,2015-07-12,389.98,399.97,385.41,395.54,63455800.0,5821140000
656,2015-06-12,389.56,402.81,387.09,388.78,77762000.0,5813290000
657,2015-05-12,363.72,389.79,363.23,388.95,66282200.0,5426180000
658,2015-04-12,361.26,363.52,355.76,363.18,35784100.0,5388110000
659,2015-03-12,359.33,370.27,357.41,361.05,50714900.0,5358040000
660,2015-02-12,361.85,362.23,349.46,359.19,54160500.0,5394070000
661,2015-01-12,377.41,378.93,356.56,362.49,60452200.0,5624580000
662,2015-11-30,371.44,382.36,370.38,377.32,71701600.0,5534000000
663,2015-11-29,357.47,371.94,355.67,371.29,40409300.0,5324610000
664,2015-11-28,357.14,359.54,352.17,357.38,36816600.0,5318300000
665,2015-11-27,351.86,363.59,347.87,358.04,55179100.0,5238500000
666,2015-11-26,328.3,366.76,328.23,352.68,106105000.0,4886330000
667,2015-11-25,320.05,329.13,316.77,328.21,41666900.0,4762230000
668,2015-11-24,323.01,323.06,318.12,320.05,29362600.0,4805160000
669,2015-11-23,324.35,325.12,321.29,323.05,27478900.0,4823700000
670,2015-11-22,326.98,327.01,321.26,324.54,23439400.0,4861340000
671,2015-11-21,322.09,328.16,319.6,326.93,28200500.0,4787340000
672,2015-11-20,326.41,326.47,312.22,322.02,53152900.0,4850170000
673,2015-11-19,334.68,335.33,325.27,326.15,45011100.0,4971880000
674,2015-11-18,334.59,336.53,330.64,334.59,43783800.0,4969330000
675,2015-11-17,330.36,338.35,329.61,335.09,51001600.0,4905260000
676,2015-11-16,319.74,331.63,315.9,330.75,47980100.0,4746070000
677,2015-11-15,333.05,334.66,317.49,320.17,44213100.0,4942420000
678,2015-11-14,336.62,338.18,329.97,332.91,38612000.0,4994250000
679,2015-11-13,338.5,340.91,326.07,336.75,52003000.0,5020700000
680,2015-12-11,314.08,345.08,313.36,338.15,78477800.0,4657240000
681,2015-11-11,339.82,340.58,301.0,311.08,107070000.0,5037510000
682,2015-10-11,379.98,381.39,329.11,336.82,95797900.0,5631520000
683,2015-09-11,374.32,385.28,362.89,380.26,68224400.0,5546240000
684,2015-08-11,384.28,389.89,368.7,373.37,51817600.0,5692390000
685,2015-07-11,374.27,390.59,372.43,386.48,56625100.0,5542680000
686,2015-06-11,388.05,395.84,354.02,374.47,122687000.0,5745320000
687,2015-05-11,408.08,447.56,374.58,386.35,151825000.0,6040410000
688,2015-04-11,403.66,495.56,380.55,411.56,263900000.0,5973510000
689,2015-03-11,361.87,417.9,357.65,403.42,206162000.0,5353680000
690,2015-02-11,325.94,365.36,323.21,361.19,101918000.0,4820850000
691,2015-01-11,315.0,327.47,311.88,325.43,37001100.0,4657890000
692,2015-10-31,328.51,332.78,309.25,314.17,48598100.0,4856410000
693,2015-10-30,313.94,334.17,313.94,328.01,78305000.0,4639690000
694,2015-10-29,304.32,318.17,301.82,313.86,64495900.0,4496390000
695,2015-10-28,293.7,306.33,293.7,304.62,50808100.0,4338430000
696,2015-10-27,285.18,296.21,285.01,293.79,46331800.0,4211500000
697,2015-10-26,283.63,285.3,280.51,285.3,32108800.0,4187410000
698,2015-10-25,281.44,294.06,281.44,283.68,45717100.0,4154100000
699,2015-10-24,276.5,281.71,276.5,281.65,25942400.0,4080140000
700,2015-10-23,273.65,278.68,273.54,276.5,29442500.0,4037010000
701,2015-10-22,266.5,276.51,266.13,274.02,37808600.0,3930500000
702,2015-10-21,269.31,270.77,263.84,266.27,25637300.0,3970980000
703,2015-10-20,263.57,270.83,263.23,269.46,30889800.0,3885570000
704,2015-10-19,261.86,264.82,260.95,263.44,25258800.0,3859270000
705,2015-10-18,270.91,271.67,260.78,261.64,22434300.0,3991620000
706,2015-10-17,262.75,273.58,262.37,270.64,43199600.0,3870490000
707,2015-10-16,254.3,266.13,253.93,262.87,35901500.0,3745090000
708,2015-10-15,252.11,255.96,252.05,254.32,25223500.0,3711800000
709,2015-10-14,249.49,254.28,248.9,251.99,27462600.0,3672370000
710,2015-10-13,245.2,250.24,243.76,249.51,28198500.0,3608340000
711,2015-12-10,246.88,247.45,245.18,245.31,17388300.0,3632110000
712,2015-11-10,244.74,247.24,244.15,247.05,16827300.0,3599840000
713,2015-10-10,243.74,245.32,243.07,244.94,15912700.0,3584120000
714,2015-09-10,242.5,244.23,242.12,243.93,17353100.0,3565090000
715,2015-08-10,243.07,244.25,242.18,242.3,18515300.0,3572730000
716,2015-07-10,246.17,246.68,242.59,242.97,22999200.0,3617400000
717,2015-06-10,240.36,246.94,240.14,246.06,27535100.0,3531230000
718,2015-05-10,238.15,240.38,237.03,240.38,23335900.0,3497740000
719,2015-04-10,238.53,238.97,237.94,238.26,12999000.0,3502460000
720,2015-03-10,237.2,239.31,236.94,238.73,16482700.0,3482100000
721,2015-02-10,237.26,238.54,236.6,237.29,19677900.0,3482190000
722,2015-01-10,236.0,238.44,235.62,237.55,20488800.0,3462800000
723,2015-09-30,236.64,237.73,235.63,236.06,19743500.0,3471280000
724,2015-09-29,239.02,239.8,235.93,236.69,22691300.0,3505090000
725,2015-09-28,232.84,239.34,232.47,239.14,24713000.0,3413630000
726,2015-09-27,234.14,234.53,232.48,232.76,14179900.0,3431860000
727,2015-09-26,235.08,235.4,233.36,234.34,13724100.0,3444730000
728,2015-09-25,234.36,237.43,233.68,235.14,22363600.0,3433300000
729,2015-09-24,230.36,235.65,230.29,234.53,25097800.0,3373850000
730,2015-09-23,230.94,231.84,229.59,230.28,17254100.0,3381390000
731,2015-09-22,226.97,232.39,225.12,230.62,25009300.0,3322420000
732,2015-09-21,231.22,231.22,226.52,227.09,19678800.0,3383840000
733,2015-09-20,231.4,232.37,230.91,231.21,14444700.0,3385770000
734,2015-09-19,232.86,233.21,231.09,231.49,12712600.0,3406390000
735,2015-09-18,233.52,234.35,232.19,232.97,20242200.0,3415440000
736,2015-09-17,229.08,230.28,228.93,229.81,18935400.0,3349390000
737,2015-09-16,230.25,231.22,227.4,229.09,20144200.0,3365740000
738,2015-09-15,230.49,259.18,229.82,230.3,19177800.0,3368360000
739,2015-09-14,230.61,232.44,227.96,230.64,20997800.0,3369190000
740,2015-09-13,235.24,235.94,229.33,230.51,18478800.0,3435990000
741,2015-12-09,239.85,240.12,234.75,235.23,17962600.0,3502520000
742,2015-11-09,238.33,241.17,238.33,240.11,19224700.0,3479310000
743,2015-10-09,238.34,241.29,235.79,238.48,21215500.0,3478410000
744,2015-09-09,243.41,244.42,237.82,238.17,23635700.0,3551640000
745,2015-08-09,239.85,245.78,239.68,243.61,26879200.0,3498750000
746,2015-07-09,239.93,242.11,238.72,239.85,21192200.0,3499120000
